Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Year,Month,Day,Month_Name,Year_Month,Transaction_Type,Abs_Price,Refund_Amount,Sales_Amount
T56615,2024-12-07,C2226,Headphones,432.0,89.14213906563319,Pay pal,completed,2024,12,7,December,2024-12,Sale,89.14213906563319,0.0,89.14213906563319
T56617,2022-05-16,C2529,Tablet,777.0,-880.1436797891429,Creditcard,completed,2022,5,16,May,2022-05,Refund/Reversal,880.1436797891429,880.1436797891429,0.0
T56621,2024-12-28,C4469,Tablet,2.0,-480.29,Creditcard,failed,2024,12,28,December,2024-12,Refund/Reversal,480.29,480.29,0.0
T56622,2021-11-05,C4936,Laptop,5.0,-936.474689517813,Credit card,completed,2021,11,5,November,2021-11,Refund/Reversal,936.474689517813,936.474689517813,0.0
T56623,2020-12-12,C4250,Smartphone,1.0,-970.3101069292562,Credit card,completed,2020,12,12,December,2020-12,Refund/Reversal,970.3101069292562,970.3101069292562,0.0
T56624,2021-09-17,C2762,Coffee Machine,2.0,747.6314667877369,Credit card,completed,2021,9,17,September,2021-09,Sale,747.6314667877369,0.0,747.6314667877369
T56633,2022-11-20,C1336,Coffee Machine,957.0,355.33,Credit card,failed,2022,11,20,November,2022-11,Sale,355.33,0.0,355.33
T20514,2020-02-29,C697,Coffee Machine,9.0,765.0475459996949,Paypal,completed,2020,2,29,February,2020-02,Sale,765.0475459996949,0.0,765.0475459996949
T56646,2024-05-31,C478,Laptop,202.0,548.7237586277095,Credit card,completed,2024,5,31,May,2024-05,Sale,548.7237586277095,0.0,548.7237586277095
T56650,2021-07-02,C2602,Laptop,9.0,-306.29,Credit card,pending,2021,7,2,July,2021-07,Refund/Reversal,306.29,306.29,0.0
T56671,2023-05-03,C4345,Coffee Machine,6.0,332.25,Cash,failed,2023,5,3,May,2023-05,Sale,332.25,0.0,332.25
T56672,2023-05-24,C3956,Smartphone,10.0,797.5040908593276,Paypal,pending,2023,5,24,May,2023-05,Sale,797.5040908593276,0.0,797.5040908593276
T56674,2024-04-30,C255,Smartphone,4.0,-363.2943815843238,Paypal,completed,2024,4,30,April,2024-04,Refund/Reversal,363.2943815843238,363.2943815843238,0.0
T56676,2024-03-17,C1597,Headphones,1.0,-683.8117124127328,Cash,pending,2024,3,17,March,2024-03,Refund/Reversal,683.8117124127328,683.8117124127328,0.0
T56677,2022-12-15,C2985,Coffee Machine,9.0,220.654831065546,Paypal,failed,2022,12,15,December,2022-12,Sale,220.654831065546,0.0,220.654831065546
T56678,2020-02-24,C416,Smartphone,7.0,415.3351065943402,Paypal,pending,2020,2,24,February,2020-02,Sale,415.3351065943402,0.0,415.3351065943402
T56685,2021-01-10,C4073,Tablet,839.0,211.23,Creditcard,failed,2021,1,10,January,2021-01,Sale,211.23,0.0,211.23
T56687,2022-05-01,C2483,Smartphone,7.0,-666.28,Cash,pending,2022,5,1,May,2022-05,Refund/Reversal,666.28,666.28,0.0
T56689,2022-02-14,C4213,Tablet,1.0,409.81470755391706,Cash,failed,2022,2,14,February,2022-02,Sale,409.81470755391706,0.0,409.81470755391706
T56698,2023-06-03,C107,Tablet,2.0,-971.442780711743,Paypal,completed,2023,6,3,June,2023-06,Refund/Reversal,971.442780711743,971.442780711743,0.0
T56700,2020-12-06,C1897,Tablet,8.0,564.8023864786577,Credit card,completed,2020,12,6,December,2020-12,Sale,564.8023864786577,0.0,564.8023864786577
T56709,2023-06-22,C1094,Laptop,5.0,650.8555347679513,Cash,completed,2023,6,22,June,2023-06,Sale,650.8555347679513,0.0,650.8555347679513
T56713,2020-12-11,C2312,Smartphone,582.0,-243.5359579367422,Paypal,completed,2020,12,11,December,2020-12,Refund/Reversal,243.5359579367422,243.5359579367422,0.0
T56716,2022-06-29,C4007,Coffee Machine,784.0,-471.861721586534,Paypal,failed,2022,6,29,June,2022-06,Refund/Reversal,471.861721586534,471.861721586534,0.0
T56726,2020-04-11,C1905,Tablet,3.0,336.7437634100239,Creditcard,completed,2020,4,11,April,2020-04,Sale,336.7437634100239,0.0,336.7437634100239
T56729,2021-04-14,C2863,Coffee Machine,800.0,-904.0430998336136,Pay pal,completed,2021,4,14,April,2021-04,Refund/Reversal,904.0430998336136,904.0430998336136,0.0
T56743,2024-12-09,C831,Laptop,10.0,-218.46863735436293,Credit card,completed,2024,12,9,December,2024-12,Refund/Reversal,218.46863735436293,218.46863735436293,0.0
T56745,2021-01-18,C2348,Tablet,2.0,574.3843366275506,Creditcard,completed,2021,1,18,January,2021-01,Sale,574.3843366275506,0.0,574.3843366275506
T56754,2024-10-09,C1281,Headphones,3.0,-305.46824861516563,Credit card,completed,2024,10,9,October,2024-10,Refund/Reversal,305.46824861516563,305.46824861516563,0.0
T56762,2022-10-06,C1795,Tablet,6.0,-674.9132602727288,Credit card,pending,2022,10,6,October,2022-10,Refund/Reversal,674.9132602727288,674.9132602727288,0.0
T56765,2021-09-17,C3680,Headphones,464.0,-105.93927040238476,Pay pal,completed,2021,9,17,September,2021-09,Refund/Reversal,105.93927040238476,105.93927040238476,0.0
T56766,2023-11-30,C701,Coffee Machine,4.0,804.2841664853809,Credit card,completed,2023,11,30,November,2023-11,Sale,804.2841664853809,0.0,804.2841664853809
T56772,2023-11-06,C2963,Laptop,3.0,176.51967836218356,Paypal,completed,2023,11,6,November,2023-11,Sale,176.51967836218356,0.0,176.51967836218356
T56774,2024-08-12,C2523,Smartphone,354.0,-109.270606660127,Paypal,completed,2024,8,12,August,2024-08,Refund/Reversal,109.270606660127,109.270606660127,0.0
T56793,2023-04-19,C1510,Headphones,8.0,-487.4250257350825,Paypal,completed,2023,4,19,April,2023-04,Refund/Reversal,487.4250257350825,487.4250257350825,0.0
T56799,2023-01-05,C021,Coffee Machine,904.0,117.65963983627998,Paypal,completed,2023,1,5,January,2023-01,Sale,117.65963983627998,0.0,117.65963983627998
T56801,2024-11-19,C3523,Tablet,208.0,925.1432003579772,Credit card,failed,2024,11,19,November,2024-11,Sale,925.1432003579772,0.0,925.1432003579772
T56805,2023-03-20,C429,Tablet,340.0,-630.2238302209224,Cash,completed,2023,3,20,March,2023-03,Refund/Reversal,630.2238302209224,630.2238302209224,0.0
T56808,2022-09-20,C2789,Laptop,7.0,143.0590321443301,Paypal,completed,2022,9,20,September,2022-09,Sale,143.0590321443301,0.0,143.0590321443301
T56811,2024-04-02,C355,Smartphone,1.0,838.3844325675853,Cash,completed,2024,4,2,April,2024-04,Sale,838.3844325675853,0.0,838.3844325675853
T56815,2024-07-31,C3687,Laptop,584.0,334.0905397930257,Cash,completed,2024,7,31,July,2024-07,Sale,334.0905397930257,0.0,334.0905397930257
T56817,2021-08-24,C2930,Headphones,3.0,-483.0042180439453,Pay pal,completed,2021,8,24,August,2021-08,Refund/Reversal,483.0042180439453,483.0042180439453,0.0
T56831,2021-10-23,C4834,Tablet,3.0,114.21833956849656,Paypal,failed,2021,10,23,October,2021-10,Sale,114.21833956849656,0.0,114.21833956849656
T56832,2021-10-18,C2574,Smartphone,7.0,75.30796729072334,Pay pal,completed,2021,10,18,October,2021-10,Sale,75.30796729072334,0.0,75.30796729072334
T56836,2020-12-26,C3011,Laptop,10.0,691.5322344242131,Cash,completed,2020,12,26,December,2020-12,Sale,691.5322344242131,0.0,691.5322344242131
T56838,2022-08-01,C2687,Laptop,2.0,951.1127756858492,Paypal,completed,2022,8,1,August,2022-08,Sale,951.1127756858492,0.0,951.1127756858492
T56840,2020-09-01,C4119,Laptop,526.0,315.49874442621984,Credit card,completed,2020,9,1,September,2020-09,Sale,315.49874442621984,0.0,315.49874442621984
T56855,2023-02-22,C357,Headphones,7.0,542.0168456363053,Creditcard,pending,2023,2,22,February,2023-02,Sale,542.0168456363053,0.0,542.0168456363053
T56864,2024-12-23,C2135,Smartphone,292.0,770.8,Paypal,completed,2024,12,23,December,2024-12,Sale,770.8,0.0,770.8
T56873,2021-12-09,C1377,Tablet,7.0,464.33,Paypal,completed,2021,12,9,December,2021-12,Sale,464.33,0.0,464.33
T56880,2022-12-11,C196,Headphones,1.0,449.2977688949026,Creditcard,completed,2022,12,11,December,2022-12,Sale,449.2977688949026,0.0,449.2977688949026
T56891,2020-07-13,C416,Coffee Machine,7.0,-393.6610255711563,Credit card,completed,2020,7,13,July,2020-07,Refund/Reversal,393.6610255711563,393.6610255711563,0.0
T56894,2022-11-27,C3751,Laptop,9.0,724.6253378015247,Creditcard,completed,2022,11,27,November,2022-11,Sale,724.6253378015247,0.0,724.6253378015247
T56906,2021-04-17,C1677,Smartphone,679.0,-533.0503295446428,Paypal,completed,2021,4,17,April,2021-04,Refund/Reversal,533.0503295446428,533.0503295446428,0.0
T78554,2023-02-04,C198,Smartphone,787.0,-441.5872276642932,Creditcard,completed,2023,2,4,February,2023-02,Refund/Reversal,441.5872276642932,441.5872276642932,0.0
T56918,2022-07-15,C1955,Smartphone,9.0,538.110478284048,Paypal,completed,2022,7,15,July,2022-07,Sale,538.110478284048,0.0,538.110478284048
T56921,2022-08-10,C4178,Coffee Machine,5.0,-302.5374039018998,Paypal,completed,2022,8,10,August,2022-08,Refund/Reversal,302.5374039018998,302.5374039018998,0.0
T56926,2022-05-26,C3057,Headphones,8.0,-620.7803117746892,Creditcard,completed,2022,5,26,May,2022-05,Refund/Reversal,620.7803117746892,620.7803117746892,0.0
T56927,2020-08-19,C3140,Smartphone,4.0,477.3804161598867,Paypal,completed,2020,8,19,August,2020-08,Sale,477.3804161598867,0.0,477.3804161598867
T56929,2024-05-19,C4547,Laptop,666.0,-743.4774982972292,Cash,completed,2024,5,19,May,2024-05,Refund/Reversal,743.4774982972292,743.4774982972292,0.0
T56943,2021-04-30,C3138,Tablet,10.0,885.3516805139109,Credit card,completed,2021,4,30,April,2021-04,Sale,885.3516805139109,0.0,885.3516805139109
T56947,2020-06-28,C2439,Smartphone,7.0,853.8845073568189,Credit card,completed,2020,6,28,June,2020-06,Sale,853.8845073568189,0.0,853.8845073568189
T56956,2024-06-18,C3743,Laptop,494.0,-753.4036237276812,Cash,pending,2024,6,18,June,2024-06,Refund/Reversal,753.4036237276812,753.4036237276812,0.0
T56961,2024-09-06,C182,Smartphone,10.0,-830.0454732736248,Creditcard,completed,2024,9,6,September,2024-09,Refund/Reversal,830.0454732736248,830.0454732736248,0.0
T56964,2021-01-03,C3034,Headphones,9.0,-345.5772115241889,Paypal,completed,2021,1,3,January,2021-01,Refund/Reversal,345.5772115241889,345.5772115241889,0.0
T56966,2020-08-23,C1475,Coffee Machine,462.0,-296.37,Creditcard,pending,2020,8,23,August,2020-08,Refund/Reversal,296.37,296.37,0.0
T56970,2022-08-16,C3453,Tablet,881.0,735.6866030784529,Credit card,completed,2022,8,16,August,2022-08,Sale,735.6866030784529,0.0,735.6866030784529
T56971,2022-02-16,C4258,Laptop,2.0,-610.9371860003974,Cash,completed,2022,2,16,February,2022-02,Refund/Reversal,610.9371860003974,610.9371860003974,0.0
T56976,2020-02-09,C694,Laptop,5.0,628.025999659729,Pay pal,pending,2020,2,9,February,2020-02,Sale,628.025999659729,0.0,628.025999659729
T56986,2024-08-20,C2649,Tablet,9.0,426.7781013051331,Paypal,completed,2024,8,20,August,2024-08,Sale,426.7781013051331,0.0,426.7781013051331
T56991,2021-05-30,C1836,Smartphone,221.0,101.94194024434222,Pay pal,completed,2021,5,30,May,2021-05,Sale,101.94194024434222,0.0,101.94194024434222
T56998,2023-03-25,C2363,Smartphone,999.0,-129.46715110768525,Credit card,completed,2023,3,25,March,2023-03,Refund/Reversal,129.46715110768525,129.46715110768525,0.0
T57021,2023-09-04,C039,Headphones,4.0,188.4048364432572,Credit card,completed,2023,9,4,September,2023-09,Sale,188.4048364432572,0.0,188.4048364432572
T57030,2022-12-24,C1288,Laptop,4.0,-692.8112796766156,Paypal,completed,2022,12,24,December,2022-12,Refund/Reversal,692.8112796766156,692.8112796766156,0.0
T57032,2023-01-07,C1451,Coffee Machine,801.0,914.8723414148866,Creditcard,completed,2023,1,7,January,2023-01,Sale,914.8723414148866,0.0,914.8723414148866
T57041,2020-04-17,C4351,Headphones,8.0,-518.3079860884238,Paypal,completed,2020,4,17,April,2020-04,Refund/Reversal,518.3079860884238,518.3079860884238,0.0
T57042,2022-08-02,C4446,Headphones,6.0,-313.42836483931467,Cash,completed,2022,8,2,August,2022-08,Refund/Reversal,313.42836483931467,313.42836483931467,0.0
T57051,2023-11-13,C3893,Laptop,4.0,754.49,Credit card,failed,2023,11,13,November,2023-11,Sale,754.49,0.0,754.49
T57060,2024-05-15,C3903,Tablet,1.0,-903.48,Paypal,pending,2024,5,15,May,2024-05,Refund/Reversal,903.48,903.48,0.0
T57061,2020-01-13,C3803,Smartphone,4.0,-324.49687076119505,Credit card,completed,2020,1,13,January,2020-01,Refund/Reversal,324.49687076119505,324.49687076119505,0.0
T57063,2024-11-01,C736,Laptop,5.0,455.5128505082803,Cash,completed,2024,11,1,November,2024-11,Sale,455.5128505082803,0.0,455.5128505082803
T57064,2023-08-15,C3754,Laptop,626.0,361.17491061675673,Paypal,failed,2023,8,15,August,2023-08,Sale,361.17491061675673,0.0,361.17491061675673
T57066,2021-10-23,C4399,Tablet,7.0,-306.0379936828152,Creditcard,failed,2021,10,23,October,2021-10,Refund/Reversal,306.0379936828152,306.0379936828152,0.0
T57068,2024-10-03,C2054,Smartphone,135.0,-637.48,Credit card,failed,2024,10,3,October,2024-10,Refund/Reversal,637.48,637.48,0.0
T57071,2022-06-14,C3557,Headphones,7.0,308.0155690274486,Credit card,completed,2022,6,14,June,2022-06,Sale,308.0155690274486,0.0,308.0155690274486
T57081,2024-06-20,C3817,Tablet,8.0,-350.1932558407097,Paypal,failed,2024,6,20,June,2024-06,Refund/Reversal,350.1932558407097,350.1932558407097,0.0
T57085,2020-01-03,C4969,Headphones,10.0,-760.6153907181181,Paypal,completed,2020,1,3,January,2020-01,Refund/Reversal,760.6153907181181,760.6153907181181,0.0
T57087,2023-04-30,C1271,Laptop,4.0,476.27589946775714,Paypal,completed,2023,4,30,April,2023-04,Sale,476.27589946775714,0.0,476.27589946775714
T57097,2024-12-16,C1513,Coffee Machine,868.0,755.9382120930624,Pay pal,completed,2024,12,16,December,2024-12,Sale,755.9382120930624,0.0,755.9382120930624
T57098,2020-08-04,C2114,Laptop,5.0,-489.5683620240776,Credit card,completed,2020,8,4,August,2020-08,Refund/Reversal,489.5683620240776,489.5683620240776,0.0
T57099,2024-04-30,C4427,Coffee Machine,926.0,-686.144009769999,Credit card,completed,2024,4,30,April,2024-04,Refund/Reversal,686.144009769999,686.144009769999,0.0
T57105,2020-02-13,C2374,Laptop,10.0,-959.4212755505274,Cash,completed,2020,2,13,February,2020-02,Refund/Reversal,959.4212755505274,959.4212755505274,0.0
T57106,2024-07-04,C2915,Coffee Machine,5.0,772.4772119474504,Credit card,completed,2024,7,4,July,2024-07,Sale,772.4772119474504,0.0,772.4772119474504
T57107,2020-03-16,C3298,Coffee Machine,3.0,-863.8827669910469,Credit card,completed,2020,3,16,March,2020-03,Refund/Reversal,863.8827669910469,863.8827669910469,0.0
T57123,2020-03-25,C1917,Laptop,1.0,-442.5591449853148,Paypal,pending,2020,3,25,March,2020-03,Refund/Reversal,442.5591449853148,442.5591449853148,0.0
T57126,2021-11-29,C3036,Smartphone,5.0,317.3224956938752,Cash,completed,2021,11,29,November,2021-11,Sale,317.3224956938752,0.0,317.3224956938752
T57147,2024-07-28,C4152,Smartphone,2.0,-706.8583208742796,Cash,completed,2024,7,28,July,2024-07,Refund/Reversal,706.8583208742796,706.8583208742796,0.0
T57155,2021-07-29,C042,Smartphone,7.0,-408.0350499246353,Cash,completed,2021,7,29,July,2021-07,Refund/Reversal,408.0350499246353,408.0350499246353,0.0
T57166,2020-04-30,C804,Smartphone,2.0,-663.59,Cash,completed,2020,4,30,April,2020-04,Refund/Reversal,663.59,663.59,0.0
T57176,2022-06-26,C525,Coffee Machine,743.0,423.0048379419776,Paypal,completed,2022,6,26,June,2022-06,Sale,423.0048379419776,0.0,423.0048379419776
T57178,2022-04-26,C2479,Tablet,148.0,525.5275657746164,Cash,failed,2022,4,26,April,2022-04,Sale,525.5275657746164,0.0,525.5275657746164
T57184,2020-11-17,C4213,Laptop,7.0,819.6912989201279,Paypal,completed,2020,11,17,November,2020-11,Sale,819.6912989201279,0.0,819.6912989201279
T57185,2021-03-31,C1041,Headphones,328.0,394.7220884357112,Paypal,completed,2021,3,31,March,2021-03,Sale,394.7220884357112,0.0,394.7220884357112
T57192,2021-11-14,C4952,Laptop,9.0,-861.0308029737612,Creditcard,completed,2021,11,14,November,2021-11,Refund/Reversal,861.0308029737612,861.0308029737612,0.0
T57203,2021-07-27,C3078,Smartphone,3.0,171.54759542530363,Pay pal,failed,2021,7,27,July,2021-07,Sale,171.54759542530363,0.0,171.54759542530363
T57212,2023-04-06,C030,Smartphone,971.0,413.73,Creditcard,completed,2023,4,6,April,2023-04,Sale,413.73,0.0,413.73
T57230,2020-04-08,C641,Headphones,2.0,582.1092202393118,Creditcard,pending,2020,4,8,April,2020-04,Sale,582.1092202393118,0.0,582.1092202393118
T57241,2022-11-13,C3516,Laptop,538.0,-727.7498440857912,Cash,completed,2022,11,13,November,2022-11,Refund/Reversal,727.7498440857912,727.7498440857912,0.0
T57245,2020-11-07,C3898,Smartphone,888.0,-95.5600545742011,Paypal,completed,2020,11,7,November,2020-11,Refund/Reversal,95.5600545742011,95.5600545742011,0.0
T57250,2025-01-20,C404,Coffee Machine,9.0,-606.6779272131193,Paypal,completed,2025,1,20,January,2025-01,Refund/Reversal,606.6779272131193,606.6779272131193,0.0
T57253,2023-08-24,C1019,Headphones,921.0,155.74194948623523,Pay pal,completed,2023,8,24,August,2023-08,Sale,155.74194948623523,0.0,155.74194948623523
T57257,2023-11-08,C343,Tablet,3.0,-640.0591143996824,Cash,completed,2023,11,8,November,2023-11,Refund/Reversal,640.0591143996824,640.0591143996824,0.0
T57259,2024-11-05,C3962,Headphones,10.0,626.5644769042245,Cash,completed,2024,11,5,November,2024-11,Sale,626.5644769042245,0.0,626.5644769042245
T57261,2023-02-28,C2890,Headphones,9.0,-796.7411721627723,Credit card,completed,2023,2,28,February,2023-02,Refund/Reversal,796.7411721627723,796.7411721627723,0.0
T57272,2024-12-21,C3971,Tablet,1.0,-689.7414958867325,Credit card,completed,2024,12,21,December,2024-12,Refund/Reversal,689.7414958867325,689.7414958867325,0.0
T57277,2020-05-17,C1363,Coffee Machine,10.0,416.0368854699927,Cash,completed,2020,5,17,May,2020-05,Sale,416.0368854699927,0.0,416.0368854699927
T57291,2021-04-21,C4354,Tablet,220.0,-581.5020633400964,Cash,failed,2021,4,21,April,2021-04,Refund/Reversal,581.5020633400964,581.5020633400964,0.0
T57295,2022-03-31,C104,Coffee Machine,1.0,-573.4106528770822,Pay pal,completed,2022,3,31,March,2022-03,Refund/Reversal,573.4106528770822,573.4106528770822,0.0
T57298,2021-04-24,C4357,Smartphone,710.0,227.07,Creditcard,completed,2021,4,24,April,2021-04,Sale,227.07,0.0,227.07
T57299,2020-08-04,C2836,Headphones,7.0,-716.1126138014515,Cash,failed,2020,8,4,August,2020-08,Refund/Reversal,716.1126138014515,716.1126138014515,0.0
T57310,2024-01-24,C2603,Coffee Machine,678.0,-60.31,Creditcard,failed,2024,1,24,January,2024-01,Refund/Reversal,60.31,60.31,0.0
T57315,2022-04-08,C029,Smartphone,5.0,-448.5830953334248,Pay pal,pending,2022,4,8,April,2022-04,Refund/Reversal,448.5830953334248,448.5830953334248,0.0
T57319,2021-04-22,C4123,Tablet,297.0,168.1200836365137,Credit card,completed,2021,4,22,April,2021-04,Sale,168.1200836365137,0.0,168.1200836365137
T57321,2021-10-06,C2551,Smartphone,125.0,-245.7088336679601,Paypal,pending,2021,10,6,October,2021-10,Refund/Reversal,245.7088336679601,245.7088336679601,0.0
T57329,2023-08-11,C4549,Smartphone,4.0,411.9923635512241,Paypal,completed,2023,8,11,August,2023-08,Sale,411.9923635512241,0.0,411.9923635512241
T57332,2021-04-14,C3620,Headphones,278.0,-597.4702803488399,Pay pal,completed,2021,4,14,April,2021-04,Refund/Reversal,597.4702803488399,597.4702803488399,0.0
T57334,2023-04-19,C3619,Smartphone,5.0,-316.8681299458772,Pay pal,completed,2023,4,19,April,2023-04,Refund/Reversal,316.8681299458772,316.8681299458772,0.0
T57338,2021-01-24,C2958,Headphones,6.0,-754.4681230429201,Paypal,pending,2021,1,24,January,2021-01,Refund/Reversal,754.4681230429201,754.4681230429201,0.0
T57343,2024-02-10,C2928,Smartphone,1.0,490.7633292036504,Paypal,completed,2024,2,10,February,2024-02,Sale,490.7633292036504,0.0,490.7633292036504
T57351,2020-08-29,C432,Coffee Machine,8.0,-882.1907419902562,Creditcard,completed,2020,8,29,August,2020-08,Refund/Reversal,882.1907419902562,882.1907419902562,0.0
T57359,2020-03-05,C1738,Coffee Machine,6.0,-310.82790328923954,Credit card,completed,2020,3,5,March,2020-03,Refund/Reversal,310.82790328923954,310.82790328923954,0.0
T57360,2021-07-31,C919,Laptop,7.0,-425.9173629179081,Credit card,failed,2021,7,31,July,2021-07,Refund/Reversal,425.9173629179081,425.9173629179081,0.0
T57362,2024-03-11,C3743,Laptop,154.0,-631.8627933270582,Paypal,completed,2024,3,11,March,2024-03,Refund/Reversal,631.8627933270582,631.8627933270582,0.0
T57370,2021-04-19,C328,Tablet,10.0,393.04061480261447,Paypal,completed,2021,4,19,April,2021-04,Sale,393.04061480261447,0.0,393.04061480261447
T57371,2020-02-07,C1828,Laptop,2.0,-193.78,Credit card,completed,2020,2,7,February,2020-02,Refund/Reversal,193.78,193.78,0.0
T57388,2023-05-08,C2346,Smartphone,8.0,142.90293327163704,Paypal,completed,2023,5,8,May,2023-05,Sale,142.90293327163704,0.0,142.90293327163704
T57396,2024-10-02,C3196,Coffee Machine,4.0,-603.4517505060185,Cash,completed,2024,10,2,October,2024-10,Refund/Reversal,603.4517505060185,603.4517505060185,0.0
T57401,2020-12-31,C681,Smartphone,2.0,-280.9216636921259,Pay pal,pending,2020,12,31,December,2020-12,Refund/Reversal,280.9216636921259,280.9216636921259,0.0
T57418,2023-03-27,C2269,Coffee Machine,9.0,415.7636255262096,Pay pal,completed,2023,3,27,March,2023-03,Sale,415.7636255262096,0.0,415.7636255262096
T57423,2023-01-03,C1614,Tablet,8.0,-518.2205487595204,Cash,completed,2023,1,3,January,2023-01,Refund/Reversal,518.2205487595204,518.2205487595204,0.0
T57425,2022-10-06,C2828,Tablet,6.0,-450.6316372432175,Cash,pending,2022,10,6,October,2022-10,Refund/Reversal,450.6316372432175,450.6316372432175,0.0
T57429,2020-12-04,C3788,Tablet,7.0,-229.93663630697225,Paypal,completed,2020,12,4,December,2020-12,Refund/Reversal,229.93663630697225,229.93663630697225,0.0
T57431,2023-02-17,C3963,Coffee Machine,6.0,-560.5301992143682,Credit card,pending,2023,2,17,February,2023-02,Refund/Reversal,560.5301992143682,560.5301992143682,0.0
T57434,2024-04-21,C4677,Smartphone,5.0,-403.1635129482854,Paypal,completed,2024,4,21,April,2024-04,Refund/Reversal,403.1635129482854,403.1635129482854,0.0
T57441,2024-09-13,C1077,Coffee Machine,1.0,-182.78235496069976,Creditcard,completed,2024,9,13,September,2024-09,Refund/Reversal,182.78235496069976,182.78235496069976,0.0
T51997,2023-02-18,C1537,Headphones,4.0,-655.8816889070791,Pay pal,completed,2023,2,18,February,2023-02,Refund/Reversal,655.8816889070791,655.8816889070791,0.0
T57452,2023-08-14,C3658,Tablet,9.0,-302.4,Paypal,failed,2023,8,14,August,2023-08,Refund/Reversal,302.4,302.4,0.0
T57458,2022-03-26,C2093,Coffee Machine,6.0,-212.9722771458106,Credit card,completed,2022,3,26,March,2022-03,Refund/Reversal,212.9722771458106,212.9722771458106,0.0
T57463,2020-06-14,C4717,Tablet,7.0,-931.618725263427,Credit card,failed,2020,6,14,June,2020-06,Refund/Reversal,931.618725263427,931.618725263427,0.0
T57464,2021-09-06,C764,Coffee Machine,3.0,643.5052226516814,Pay pal,completed,2021,9,6,September,2021-09,Sale,643.5052226516814,0.0,643.5052226516814
T57474,2021-03-27,C3739,Tablet,472.0,-962.041654485998,Credit card,completed,2021,3,27,March,2021-03,Refund/Reversal,962.041654485998,962.041654485998,0.0
T57477,2021-05-27,C4756,Headphones,2.0,431.36,Pay pal,completed,2021,5,27,May,2021-05,Sale,431.36,0.0,431.36
T57483,2021-03-23,C3916,Coffee Machine,10.0,791.9027022156729,Paypal,completed,2021,3,23,March,2021-03,Sale,791.9027022156729,0.0,791.9027022156729
T57485,2022-10-25,C3375,Headphones,821.0,874.819664997392,Credit card,completed,2022,10,25,October,2022-10,Sale,874.819664997392,0.0,874.819664997392
T57489,2024-02-10,C4203,Coffee Machine,2.0,285.7378604467413,Credit card,pending,2024,2,10,February,2024-02,Sale,285.7378604467413,0.0,285.7378604467413
T57496,2023-12-09,C1853,Laptop,442.0,771.4203570072534,Cash,completed,2023,12,9,December,2023-12,Sale,771.4203570072534,0.0,771.4203570072534
T57497,2023-10-06,C4471,Headphones,9.0,-687.13,Cash,completed,2023,10,6,October,2023-10,Refund/Reversal,687.13,687.13,0.0
T57515,2023-04-17,C3208,Smartphone,3.0,815.4096494120253,Paypal,completed,2023,4,17,April,2023-04,Sale,815.4096494120253,0.0,815.4096494120253
T57518,2021-10-01,C4033,Tablet,872.0,882.8623410705547,Creditcard,pending,2021,10,1,October,2021-10,Sale,882.8623410705547,0.0,882.8623410705547
T57520,2023-12-27,C2386,Smartphone,3.0,187.94571481621097,Credit card,completed,2023,12,27,December,2023-12,Sale,187.94571481621097,0.0,187.94571481621097
T57522,2022-09-28,C4264,Smartphone,2.0,854.305507083092,Credit card,completed,2022,9,28,September,2022-09,Sale,854.305507083092,0.0,854.305507083092
T57534,2020-02-25,C4908,Coffee Machine,4.0,441.26,Creditcard,pending,2020,2,25,February,2020-02,Sale,441.26,0.0,441.26
T57535,2025-01-14,C4033,Headphones,722.0,-804.479196147717,Paypal,completed,2025,1,14,January,2025-01,Refund/Reversal,804.479196147717,804.479196147717,0.0
T57543,2021-07-10,C2095,Tablet,10.0,399.3341918308481,Credit card,pending,2021,7,10,July,2021-07,Sale,399.3341918308481,0.0,399.3341918308481
T57548,2021-08-17,C4648,Smartphone,7.0,-102.59964722546022,Credit card,failed,2021,8,17,August,2021-08,Refund/Reversal,102.59964722546022,102.59964722546022,0.0
T91801,2023-08-19,C1016,Coffee Machine,374.0,-833.4295955785223,Pay pal,completed,2023,8,19,August,2023-08,Refund/Reversal,833.4295955785223,833.4295955785223,0.0
T57557,2021-11-24,C1815,Coffee Machine,1.0,-508.2173692529372,Credit card,completed,2021,11,24,November,2021-11,Refund/Reversal,508.2173692529372,508.2173692529372,0.0
T57560,2024-05-06,C2054,Tablet,7.0,-299.51,Paypal,completed,2024,5,6,May,2024-05,Refund/Reversal,299.51,299.51,0.0
T57566,2024-02-28,C2916,Coffee Machine,451.0,-392.12944557962726,Credit card,completed,2024,2,28,February,2024-02,Refund/Reversal,392.12944557962726,392.12944557962726,0.0
T57569,2020-06-08,C3267,Headphones,8.0,617.9828241886985,Paypal,completed,2020,6,8,June,2020-06,Sale,617.9828241886985,0.0,617.9828241886985
T57577,2024-02-06,C1398,Laptop,495.0,532.6939295549881,Pay pal,pending,2024,2,6,February,2024-02,Sale,532.6939295549881,0.0,532.6939295549881
T57583,2020-09-27,C4568,Tablet,7.0,-582.4337000993683,Paypal,completed,2020,9,27,September,2020-09,Refund/Reversal,582.4337000993683,582.4337000993683,0.0
T57586,2023-10-17,C4439,Laptop,9.0,905.399722994081,Creditcard,completed,2023,10,17,October,2023-10,Sale,905.399722994081,0.0,905.399722994081
